operator,case_id,input_shape,dtype,attrs,value_range,note
WindowAttention,11,"[[4, 32, 49, 128], [4, 32, 49, 128], [4, 32, 49, 128], [32, 49, 49]]","[""float16"", ""float16"", ""float16"", ""float16""]","{""batch_size"": 4, ""num_heads"": 32, ""N"": 49, ""head_dim"": 128, ""has_position_bias"": true, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1]]",float16 B4-N49 reference-aligned coverage; has_position_bias=True
WindowAttention,12,"[[1, 4, 16, 128], [1, 4, 16, 128], [1, 4, 16, 128], [4, 16, 16]]","[""float16"", ""float16"", ""float16"", ""float16""]","{""batch_size"": 1, ""num_heads"": 4, ""N"": 16, ""head_dim"": 128, ""has_position_bias"": true, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1]]",float16 B1-N16 reference-aligned coverage; has_position_bias=True
WindowAttention,13,"[[1, 4, 16, 128], [1, 4, 16, 128], [1, 4, 16, 128], null]","[""float16"", ""float16"", ""float16"", null]","{""batch_size"": 1, ""num_heads"": 4, ""N"": 16, ""head_dim"": 128, ""has_position_bias"": false, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], null]",float16 B1-N16 reference-aligned coverage; has_position_bias=False
WindowAttention,14,"[[1, 4, 49, 128], [1, 4, 49, 128], [1, 4, 49, 128], [4, 49, 49]]","[""float16"", ""float16"", ""float16"", ""float16""]","{""batch_size"": 1, ""num_heads"": 4, ""N"": 49, ""head_dim"": 128, ""has_position_bias"": true, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1]]",float16 B1-N49 reference-aligned coverage; has_position_bias=True
WindowAttention,15,"[[1, 4, 49, 128], [1, 4, 49, 128], [1, 4, 49, 128], null]","[""float16"", ""float16"", ""float16"", null]","{""batch_size"": 1, ""num_heads"": 4, ""N"": 49, ""head_dim"": 128, ""has_position_bias"": false, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], null]",float16 B1-N49 reference-aligned coverage; has_position_bias=False
WindowAttention,16,"[[1, 4, 64, 128], [1, 4, 64, 128], [1, 4, 64, 128], [4, 64, 64]]","[""float16"", ""float16"", ""float16"", ""float16""]","{""batch_size"": 1, ""num_heads"": 4, ""N"": 64, ""head_dim"": 128, ""has_position_bias"": true, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1]]",float16 B1-N64 reference-aligned coverage; has_position_bias=True
WindowAttention,17,"[[1, 4, 64, 128], [1, 4, 64, 128], [1, 4, 64, 128], null]","[""float16"", ""float16"", ""float16"", null]","{""batch_size"": 1, ""num_heads"": 4, ""N"": 64, ""head_dim"": 128, ""has_position_bias"": false, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], null]",float16 B1-N64 reference-aligned coverage; has_position_bias=False
WindowAttention,18,"[[1, 4, 100, 128], [1, 4, 100, 128], [1, 4, 100, 128], [4, 100, 100]]","[""float16"", ""float16"", ""float16"", ""float16""]","{""batch_size"": 1, ""num_heads"": 4, ""N"": 100, ""head_dim"": 128, ""has_position_bias"": true, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1]]",float16 B1-N100 reference-aligned coverage; has_position_bias=True
WindowAttention,19,"[[1, 4, 100, 128], [1, 4, 100, 128], [1, 4, 100, 128], null]","[""float16"", ""float16"", ""float16"", null]","{""batch_size"": 1, ""num_heads"": 4, ""N"": 100, ""head_dim"": 128, ""has_position_bias"": false, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], null]",float16 B1-N100 reference-aligned coverage; has_position_bias=False
WindowAttention,20,"[[1, 8, 16, 128], [1, 8, 16, 128], [1, 8, 16, 128], null]","[""float16"", ""float16"", ""float16"", null]","{""batch_size"": 1, ""num_heads"": 8, ""N"": 16, ""head_dim"": 128, ""has_position_bias"": false, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], null]",float16 B1-N16 reference-aligned coverage; has_position_bias=False
