operator,case_id,input_shape,dtype,attrs,value_range,baseline_perf_us,note
MoeFinalizeRouting,11,"[[640, 256], [200, 256], [200, 256], [16, 256], [200, 2], [400], [200, 2]]","[""float32"", ""float32"", ""float32"", ""float32"", ""float32"", ""int32"", ""int32""]","{""drop_pad_mode"": 3}","[[-2, 2], [-2, 2], [-2, 2], [-2, 2], [0, 1], [-1, 639], [0, 15]]",,M-float32-drop_pad_行排列-展平2D-K2
MoeFinalizeRouting,12,"[[8192, 512], [2048, 512], [2048, 512], [16, 512], [2048, 4], [8192], [2048, 4]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""float32"", ""int32"", ""int32""]","{""drop_pad_mode"": 0}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1], [0, 1], [0, 8191], [0, 15]]",,M-bfloat16-fp32_scales-混合精度-drop_less
MoeFinalizeRouting,13,"[[1024, 128], [256, 128], [256, 128], [8, 128], [256, 4], [1024], [256, 4]]","[""float16"", ""float16"", ""float16"", ""float16"", ""float16"", ""int32"", ""int32""]","{""drop_pad_mode"": 0}","[[-65504, 65504], [-65504, 65504], [-65504, 65504], [-65504, 65504], [0, 1], [0, 1023], [0, 7]]",,S-float16-边界值-drop_less
MoeFinalizeRouting,14,"[[256, 64], [64, 64], [64, 64], [8, 64], [64, 4], [256], [64, 4]]","[""float32"", ""float32"", ""float32"", ""float32"", ""float32"", ""int32"", ""int32""]","{""drop_pad_mode"": 0}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1], [0, 1], [0, 255], [0, 7]]",,XS-float32-小规模-完整参数-drop_less
MoeFinalizeRouting,15,"[[262144, 512], [32768, 512], [32768, 512], [64, 512], [32768, 8], [262144], [32768, 8]]","[""float16"", ""float16"", ""float16"", ""float16"", ""float16"", ""int32"", ""int32""]","{""drop_pad_mode"": 0}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1], [0, 1], [0, 262143], [0, 63]]",,XL-float16-超大规模-drop_less-对齐-K8
MoeFinalizeRouting,16,"[[2048, 32], [512, 32], [1, 1], [16, 32], [512, 4], [2048], [512, 4]]","[""float16"", ""float16"", ""float16"", ""float16"", ""float16"", ""int32"", ""int32""]","{""drop_pad_mode"": 0, ""skip2_exist"": false}","[[-1, 1], [-1, 1], [0, 0], [-1, 1], [0, 1], [0, 2047], [0, 15]]",,S-float16-H32最小值-无skip2
MoeFinalizeRouting,17,"[[1024, 512], [1024, 512], [1024, 512], [8, 512], [1, 1], [1024], [1024, 1]]","[""float32"", ""float32"", ""float32"", ""float32"", ""float32"", ""int32"", ""int32""]","{""drop_pad_mode"": 0, ""scales_exist"": false}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1], [0, 0], [0, 1023], [0, 7]]",,M-float32-K1最小值-无scales
MoeFinalizeRouting,18,"[[4036, 1021], [1009, 1021], [1009, 1021], [16, 1021], [1009, 4], [4036], [1009, 4]]","[""float16"", ""float16"", ""float16"", ""float16"", ""float16"", ""int32"", ""int32""]","{""drop_pad_mode"": 0}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1], [0, 1], [0, 4035], [0, 15]]",,M-float16-质数非对齐NUM_ROWS-H1021
MoeFinalizeRouting,19,"[[1024, 128], [256, 128], [256, 128], [8, 128], [256, 4], [1024], [256, 4]]","[""float32"", ""float32"", ""float32"", ""float32"", ""float32"", ""int32"", ""int32""]","{""drop_pad_mode"": 0}","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 1023], [0, 7]]",,S-float32-零值输入测试
MoeFinalizeRouting,20,"[[480, 256], [150, 256], [150, 256], [16, 256], [150, 1], [150], [150, 1]]","[""float16"", ""float16"", ""float16"", ""float16"", ""float16"", ""int32"", ""int32""]","{""drop_pad_mode"": 1, ""has_invalid_index"": true}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1], [0, 1], [-1, 479], [0, 15]]",,M-float16-drop_pad-含无效索引-1
