operator,case_id,input_shape,dtype,attrs,value_range,note
PagedAttentionKvCache,11,"[[2, 32, 8, 128], [128, 16, 4, 128], [128, 16, 4, 128], [2], [2, 32]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""int32"", ""int32""]","{""batch_size"": 2, ""seqlen_q"": 32, ""nheads_q"": 8, ""nheads_kv"": 4, ""headdim"": 128, ""page_block_size"": 16, ""num_blocks"": 128, ""max_blocks_per_seq"": 32, ""cache_seqlen"": 128, ""causal"": true, ""dtype"": ""bfloat16""}","[[-1, 1], [-1, 1], [-1, 1], null, null]",bfloat16 B2-Sq32 reference-aligned coverage; causal=True
PagedAttentionKvCache,12,"[[4, 128, 16, 128], [256, 16, 8, 128], [256, 16, 8, 128], [4], [4, 64]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""int32"", ""int32""]","{""batch_size"": 4, ""seqlen_q"": 128, ""nheads_q"": 16, ""nheads_kv"": 8, ""headdim"": 128, ""page_block_size"": 16, ""num_blocks"": 256, ""max_blocks_per_seq"": 64, ""cache_seqlen"": 512, ""causal"": false, ""dtype"": ""bfloat16""}","[[-1, 1], [-1, 1], [-1, 1], null, null]",bfloat16 B4-Sq128 reference-aligned coverage; causal=False
PagedAttentionKvCache,13,"[[2, 64, 8, 64], [128, 16, 4, 64], [128, 16, 4, 64], [2], [2, 32]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""int32"", ""int32""]","{""batch_size"": 2, ""seqlen_q"": 64, ""nheads_q"": 8, ""nheads_kv"": 4, ""headdim"": 64, ""page_block_size"": 16, ""num_blocks"": 128, ""max_blocks_per_seq"": 32, ""cache_seqlen"": 256, ""causal"": false, ""dtype"": ""bfloat16""}","[[-1, 1], [-1, 1], [-1, 1], null, null]",bfloat16 B2-Sq64 reference-aligned coverage; causal=False
PagedAttentionKvCache,14,"[[4, 128, 16, 128], [256, 16, 8, 128], [256, 16, 8, 128], [4], [4, 64]]","[""float16"", ""float16"", ""float16"", ""int32"", ""int32""]","{""batch_size"": 4, ""seqlen_q"": 128, ""nheads_q"": 16, ""nheads_kv"": 8, ""headdim"": 128, ""page_block_size"": 16, ""num_blocks"": 256, ""max_blocks_per_seq"": 64, ""cache_seqlen"": 512, ""causal"": true, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], null, null]",float16 B4-Sq128 reference-aligned coverage; causal=True
PagedAttentionKvCache,15,"[[2, 64, 8, 64], [128, 16, 4, 64], [128, 16, 4, 64], [2], [2, 32]]","[""float16"", ""float16"", ""float16"", ""int32"", ""int32""]","{""batch_size"": 2, ""seqlen_q"": 64, ""nheads_q"": 8, ""nheads_kv"": 4, ""headdim"": 64, ""page_block_size"": 16, ""num_blocks"": 128, ""max_blocks_per_seq"": 32, ""cache_seqlen"": 256, ""causal"": true, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], null, null]",float16 B2-Sq64 reference-aligned coverage; causal=True
PagedAttentionKvCache,16,"[[1, 1, 8, 128], [16, 16, 4, 128], [16, 16, 4, 128], [1], [1, 4]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""int32"", ""int32""]","{""batch_size"": 1, ""seqlen_q"": 1, ""nheads_q"": 8, ""nheads_kv"": 4, ""headdim"": 128, ""page_block_size"": 16, ""num_blocks"": 16, ""max_blocks_per_seq"": 4, ""cache_seqlen"": 64, ""causal"": true, ""dtype"": ""bfloat16""}","[[-1, 1], [-1, 1], [-1, 1], null, null]",bfloat16 B1-Sq1 reference-aligned coverage; causal=True
PagedAttentionKvCache,17,"[[1, 1, 8, 128], [16, 16, 4, 128], [16, 16, 4, 128], [1], [1, 4]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""int32"", ""int32""]","{""batch_size"": 1, ""seqlen_q"": 1, ""nheads_q"": 8, ""nheads_kv"": 4, ""headdim"": 128, ""page_block_size"": 16, ""num_blocks"": 16, ""max_blocks_per_seq"": 4, ""cache_seqlen"": 64, ""causal"": false, ""dtype"": ""bfloat16""}","[[-1, 1], [-1, 1], [-1, 1], null, null]",bfloat16 B1-Sq1 reference-aligned coverage; causal=False
PagedAttentionKvCache,18,"[[1, 1, 8, 128], [16, 16, 4, 128], [16, 16, 4, 128], [1], [1, 8]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""int32"", ""int32""]","{""batch_size"": 1, ""seqlen_q"": 1, ""nheads_q"": 8, ""nheads_kv"": 4, ""headdim"": 128, ""page_block_size"": 16, ""num_blocks"": 16, ""max_blocks_per_seq"": 8, ""cache_seqlen"": 128, ""causal"": true, ""dtype"": ""bfloat16""}","[[-1, 1], [-1, 1], [-1, 1], null, null]",bfloat16 B1-Sq1 reference-aligned coverage; causal=True
PagedAttentionKvCache,19,"[[1, 1, 8, 128], [16, 16, 4, 128], [16, 16, 4, 128], [1], [1, 8]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""int32"", ""int32""]","{""batch_size"": 1, ""seqlen_q"": 1, ""nheads_q"": 8, ""nheads_kv"": 4, ""headdim"": 128, ""page_block_size"": 16, ""num_blocks"": 16, ""max_blocks_per_seq"": 8, ""cache_seqlen"": 128, ""causal"": false, ""dtype"": ""bfloat16""}","[[-1, 1], [-1, 1], [-1, 1], null, null]",bfloat16 B1-Sq1 reference-aligned coverage; causal=False
PagedAttentionKvCache,20,"[[1, 1, 8, 128], [32, 16, 4, 128], [32, 16, 4, 128], [1], [1, 32]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""int32"", ""int32""]","{""batch_size"": 1, ""seqlen_q"": 1, ""nheads_q"": 8, ""nheads_kv"": 4, ""headdim"": 128, ""page_block_size"": 16, ""num_blocks"": 32, ""max_blocks_per_seq"": 32, ""cache_seqlen"": 512, ""causal"": true, ""dtype"": ""bfloat16""}","[[-1, 1], [-1, 1], [-1, 1], null, null]",bfloat16 B1-Sq1 reference-aligned coverage; causal=True
