operator,case_id,input_shape,dtype,attrs,value_range,note
MultiAddRmsNormDynamicQuant,11,"[[[7823, 659], [7823, 659]], [7823, 659], [659], [659], [659]]","[""float16"", ""float16"", ""float16"", ""float16"", ""float16""]","{""epsilon"": ""1e-6""}","[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]",M-float16-5M-非对齐-2D-x1_2-smooth12 | baseline_kernels: Add×2 + RmsNorm×1 + DynamicQuant×2
MultiAddRmsNormDynamicQuant,12,"[[[403, 15863], [403, 15863]], [403, 15863], [15863], [15863]]","[""float16"", ""float16"", ""float16"", ""float16""]","{""epsilon"": ""1e-6""}","[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]",M-float16-6M-非对齐-2D-x1_2-smooth1 | baseline_kernels: Add×2 + RmsNorm×1 + DynamicQuant×1
MultiAddRmsNormDynamicQuant,13,"[[[475, 15464], [475, 15464]], [475, 15464], [15464]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""epsilon"": ""1e-6""}","[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]",M-bfloat16-7M-非对齐-2D-x1_2-noSmooth | baseline_kernels: Add×2 + RmsNorm×1 + DynamicQuant×1
MultiAddRmsNormDynamicQuant,14,"[[[71, 60546], [71, 60546]], [71, 60546], [60546], [60546], [60546]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""epsilon"": ""1e-6""}","[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]",M-bfloat16-4M-非对齐-2D-x1_2-smooth12 | baseline_kernels: Add×2 + RmsNorm×1 + DynamicQuant×2
MultiAddRmsNormDynamicQuant,15,"[[[558, 12134], [558, 12134], [558, 12134]], [558, 12134], [12134], [12134], [12134]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""epsilon"": ""1e-6""}","[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]",M-bfloat16-7M-非对齐-2D-x1_3-smooth12 | baseline_kernels: Add×3 + RmsNorm×1 + DynamicQuant×2
MultiAddRmsNormDynamicQuant,16,"[[[7, 62662], [7, 62662], [7, 62662], [7, 62662]], [7, 62662], [62662], [62662], [62662]]","[""float16"", ""float16"", ""float16"", ""float16"", ""float16""]","{""epsilon"": ""1e-6""}","[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]",S-float16-400K-非对齐-2D-x1_4-smooth12 | baseline_kernels: Add×4 + RmsNorm×1 + DynamicQuant×2
MultiAddRmsNormDynamicQuant,17,"[[[127, 50446], [127, 50446], [127, 50446], [127, 50446]], [127, 50446], [50446], [50446]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""epsilon"": ""1e-6""}","[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]",M-bfloat16-6M-非对齐-2D-x1_4-smooth1 | baseline_kernels: Add×4 + RmsNorm×1 + DynamicQuant×1
MultiAddRmsNormDynamicQuant,18,"[[[405, 14850], [405, 14850], [405, 14850], [405, 14850]], [405, 14850], [14850], [14850]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""epsilon"": ""1e-6""}","[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]",M-bfloat16-6M-非对齐-2D-x1_4-smooth1 | baseline_kernels: Add×4 + RmsNorm×1 + DynamicQuant×1
MultiAddRmsNormDynamicQuant,19,"[[[589, 12307], [589, 12307], [589, 12307], [589, 12307], [589, 12307]], [589, 12307], [12307]]","[""float16"", ""float16"", ""float16""]","{""epsilon"": ""1e-6""}","[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]",M-float16-7M-非对齐-2D-x1_5-noSmooth | baseline_kernels: Add×5 + RmsNorm×1 + DynamicQuant×1
MultiAddRmsNormDynamicQuant,20,"[[[5, 60, 1, 23065], [5, 60, 1, 23065], [5, 60, 1, 23065], [5, 60, 1, 23065], [5, 60, 1, 23065]], [5, 60, 1, 23065], [23065]]","[""float16"", ""float16"", ""float16""]","{""epsilon"": ""1e-6""}","[[-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0], [-1.0, 1.0]]",M-float16-7M-非对齐-4D-x1_5-noSmooth | baseline_kernels: Add×5 + RmsNorm×1 + DynamicQuant×1
