operator,case_id,input_shape,dtype,attrs,value_range,baseline_perf_us,t_hw_us,note
DenseSparseAttention,11,"[[4, 1, 16, 576], [512, 16, 1, 576], [4, 1, 16, 128]]","[""bfloat16"", ""bfloat16"", ""int32""]","{""batch_size"": 4, ""seqlen_q"": 1, ""nheads"": 16, ""headdim_qk"": 576, ""headdim_v"": 512, ""num_blocks"": 512, ""page_block_size"": 16, ""topk"": 128}","[[-1, 1], [-1, 1], null]",,,float16 B4-Sq1 reference-aligned coverage; topk=128
DenseSparseAttention,12,"[[1, 1, 4, 128], [64, 16, 1, 128], [1, 1, 4, 8]]","[""bfloat16"", ""bfloat16"", ""int32""]","{""batch_size"": 1, ""seqlen_q"": 1, ""nheads"": 4, ""headdim_qk"": 128, ""headdim_v"": 128, ""num_blocks"": 64, ""page_block_size"": 16, ""topk"": 8}","[[-1, 1], [-1, 1], null]",,,float16 B1-Sq1 reference-aligned coverage; topk=8
DenseSparseAttention,13,"[[1, 64, 4, 128], [128, 16, 1, 128], [1, 64, 4, 16]]","[""bfloat16"", ""bfloat16"", ""int32""]","{""batch_size"": 1, ""seqlen_q"": 64, ""nheads"": 4, ""headdim_qk"": 128, ""headdim_v"": 128, ""num_blocks"": 128, ""page_block_size"": 16, ""topk"": 16}","[[-1, 1], [-1, 1], null]",,,float16 B1-Sq64 reference-aligned coverage; topk=16
DenseSparseAttention,14,"[[1, 128, 4, 128], [256, 16, 1, 128], [1, 128, 4, 32]]","[""bfloat16"", ""bfloat16"", ""int32""]","{""batch_size"": 1, ""seqlen_q"": 128, ""nheads"": 4, ""headdim_qk"": 128, ""headdim_v"": 128, ""num_blocks"": 256, ""page_block_size"": 16, ""topk"": 32}","[[-1, 1], [-1, 1], null]",,,float16 B1-Sq128 reference-aligned coverage; topk=32
DenseSparseAttention,15,"[[1, 256, 4, 128], [512, 16, 1, 128], [1, 256, 4, 32]]","[""bfloat16"", ""bfloat16"", ""int32""]","{""batch_size"": 1, ""seqlen_q"": 256, ""nheads"": 4, ""headdim_qk"": 128, ""headdim_v"": 128, ""num_blocks"": 512, ""page_block_size"": 16, ""topk"": 32}","[[-1, 1], [-1, 1], null]",,,float16 B1-Sq256 reference-aligned coverage; topk=32
DenseSparseAttention,16,"[[1, 1, 8, 128], [64, 16, 1, 128], [1, 1, 8, 8]]","[""bfloat16"", ""bfloat16"", ""int32""]","{""batch_size"": 1, ""seqlen_q"": 1, ""nheads"": 8, ""headdim_qk"": 128, ""headdim_v"": 128, ""num_blocks"": 64, ""page_block_size"": 16, ""topk"": 8}","[[-1, 1], [-1, 1], null]",,,float16 B1-Sq1 reference-aligned coverage; topk=8
DenseSparseAttention,17,"[[1, 64, 8, 128], [128, 16, 1, 128], [1, 64, 8, 16]]","[""bfloat16"", ""bfloat16"", ""int32""]","{""batch_size"": 1, ""seqlen_q"": 64, ""nheads"": 8, ""headdim_qk"": 128, ""headdim_v"": 128, ""num_blocks"": 128, ""page_block_size"": 16, ""topk"": 16}","[[-1, 1], [-1, 1], null]",,,float16 B1-Sq64 reference-aligned coverage; topk=16
DenseSparseAttention,18,"[[1, 128, 8, 128], [256, 16, 1, 128], [1, 128, 8, 32]]","[""bfloat16"", ""bfloat16"", ""int32""]","{""batch_size"": 1, ""seqlen_q"": 128, ""nheads"": 8, ""headdim_qk"": 128, ""headdim_v"": 128, ""num_blocks"": 256, ""page_block_size"": 16, ""topk"": 32}","[[-1, 1], [-1, 1], null]",,,float16 B1-Sq128 reference-aligned coverage; topk=32
DenseSparseAttention,19,"[[1, 256, 8, 128], [512, 16, 1, 128], [1, 256, 8, 32]]","[""bfloat16"", ""bfloat16"", ""int32""]","{""batch_size"": 1, ""seqlen_q"": 256, ""nheads"": 8, ""headdim_qk"": 128, ""headdim_v"": 128, ""num_blocks"": 512, ""page_block_size"": 16, ""topk"": 32}","[[-1, 1], [-1, 1], null]",,,float16 B1-Sq256 reference-aligned coverage; topk=32
DenseSparseAttention,20,"[[1, 1, 16, 128], [64, 16, 1, 128], [1, 1, 16, 8]]","[""bfloat16"", ""bfloat16"", ""int32""]","{""batch_size"": 1, ""seqlen_q"": 1, ""nheads"": 16, ""headdim_qk"": 128, ""headdim_v"": 128, ""num_blocks"": 64, ""page_block_size"": 16, ""topk"": 8}","[[-1, 1], [-1, 1], null]",,,float16 B1-Sq1 reference-aligned coverage; topk=8
