operator,case_id,input_shape,dtype,attrs,value_range,note
AddRmsNormDynamicQuant,11,"[[1024, 16384], [1024, 16384], [16384]]","[""float16"", ""float16"", ""float16""]","{""epsilon"": ""1e-06""}","[[-65504, 65504], [-65504, 65504], [-65504, 65504]]",M-medium-wide-hidden-fp16-int8-float16边界值 | baseline_kernels: AddRmsNormDynamicQuant×1
AddRmsNormDynamicQuant,12,"[[4093, 4093], [4093, 4093], [4093]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""epsilon"": ""1e-06""}","[[-1, 2], [-1, 2], [-1, 2]]",M-medium-prime-square-bf16-int8 | baseline_kernels: AddRmsNormDynamicQuant×1
AddRmsNormDynamicQuant,13,"[[4093, 2053], [4093, 2053], [2053]]","[""float16"", ""float16"", ""float16""]","{""epsilon"": ""1e-05""}","[[-3, 6], [-3, 6], [-3, 6]]",M-medium-prime-rect-fp16-int8 | baseline_kernels: AddRmsNormDynamicQuant×1
AddRmsNormDynamicQuant,14,"[[8192, 2048], [8192, 2048], [2048]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""epsilon"": ""1e-06""}","[[-88, 88], [-88, 88], [-1, 1]]",M-medium-int8-bf16 | baseline_kernels: AddRmsNormDynamicQuant×1
AddRmsNormDynamicQuant,15,"[[512, 512], [512, 512], [512]]","[""float16"", ""float16"", ""float16""]","{""epsilon"": ""1e-06""}","[[-1, 1], [-1, 1], [-1, 1]]",S-small-smoke-fp16-int8 | baseline_kernels: AddRmsNormDynamicQuant×1
AddRmsNormDynamicQuant,16,"[[1021, 1023], [1021, 1023], [1023]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""epsilon"": ""1e-06""}","[[-0.1, 0.1], [-0.1, 0.1], [-0.1, 0.1]]",S-small-prime-bf16-微小值域 | baseline_kernels: AddRmsNormDynamicQuant×1
AddRmsNormDynamicQuant,17,"[[256, 256], [256, 256], [256]]","[""float16"", ""float16"", ""float16""]","{""epsilon"": ""1e-06""}","[[""-inf"", ""inf""], [""-inf"", ""inf""], [""-inf"", ""inf""]]",S-inf-special-fp16 | baseline_kernels: AddRmsNormDynamicQuant×1
AddRmsNormDynamicQuant,18,"[[512, 256], [512, 256], [256]]","[""bfloat16"", ""bfloat16"", ""bfloat16""]","{""epsilon"": ""1e-06""}","[[""nan"", ""nan""], [""nan"", ""nan""], [""nan"", ""nan""]]",S-nan-special-bf16 | baseline_kernels: AddRmsNormDynamicQuant×1
AddRmsNormDynamicQuant,19,"[[1024, 128], [1024, 128], [128]]","[""float16"", ""float16"", ""float16""]","{""epsilon"": ""1e-06""}","[[0, 0], [0, 0], [0, 0]]",S-zero-special-fp16 | baseline_kernels: AddRmsNormDynamicQuant×1
AddRmsNormDynamicQuant,20,"[[2048, 4096], [2048, 4096], [4096]]","[""float16"", ""float16"", ""float16""]","{""epsilon"": ""1e-06""}","[[-500, 500], [-500, 500], [-1, 1]]",M-medium-large-range-fp16-int8-2048x4096 | baseline_kernels: AddRmsNormDynamicQuant×1
