operator,case_id,input_shape,dtype,attrs,value_range,note
FlashAttentionSink,11,"[[8, 16, 1, 128], [8, 16, 2048, 128], [8, 16, 2048, 128], [8, 16, 128, 128], [8, 16, 128, 128]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""batch_size"": 8, ""n_heads"": 16, ""seq_len_q"": 1, ""seq_len_kv"": 2048, ""d_k"": 128, ""sink_size"": 128, ""dtype"": ""bfloat16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1], [-1, 1]]",bfloat16 B8-Sq1-Skv2048 reference-aligned coverage; sink_size=128
FlashAttentionSink,12,"[[1, 8, 1, 128], [1, 8, 97, 128], [1, 8, 97, 128], [1, 8, 128, 128], [1, 8, 128, 128]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""batch_size"": 1, ""n_heads"": 8, ""seq_len_q"": 1, ""seq_len_kv"": 97, ""d_k"": 128, ""sink_size"": 128, ""dtype"": ""bfloat16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1], [-1, 1]]",bfloat16 B1-Sq1-Skv97 reference-aligned coverage; sink_size=128
FlashAttentionSink,13,"[[2, 32, 1, 128], [2, 32, 513, 128], [2, 32, 513, 128], [2, 32, 128, 128], [2, 32, 128, 128]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""batch_size"": 2, ""n_heads"": 32, ""seq_len_q"": 1, ""seq_len_kv"": 513, ""d_k"": 128, ""sink_size"": 128, ""dtype"": ""bfloat16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1], [-1, 1]]",bfloat16 B2-Sq1-Skv513 reference-aligned coverage; sink_size=128
FlashAttentionSink,14,"[[4, 8, 64, 128], [4, 8, 1024, 128], [4, 8, 1024, 128], [4, 8, 128, 128], [4, 8, 128, 128]]","[""float16"", ""float16"", ""float16"", ""float16"", ""float16""]","{""batch_size"": 4, ""n_heads"": 8, ""seq_len_q"": 64, ""seq_len_kv"": 1024, ""d_k"": 128, ""sink_size"": 128, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1], [-1, 1]]",float16 B4-Sq64-Skv1024 reference-aligned coverage; sink_size=128
FlashAttentionSink,15,"[[2, 16, 128, 128], [2, 16, 2048, 128], [2, 16, 2048, 128], [2, 16, 128, 128], [2, 16, 128, 128]]","[""float16"", ""float16"", ""float16"", ""float16"", ""float16""]","{""batch_size"": 2, ""n_heads"": 16, ""seq_len_q"": 128, ""seq_len_kv"": 2048, ""d_k"": 128, ""sink_size"": 128, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1], [-1, 1]]",float16 B2-Sq128-Skv2048 reference-aligned coverage; sink_size=128
FlashAttentionSink,16,"[[1, 32, 97, 128], [1, 32, 512, 128], [1, 32, 512, 128], [1, 32, 128, 128], [1, 32, 128, 128]]","[""float16"", ""float16"", ""float16"", ""float16"", ""float16""]","{""batch_size"": 1, ""n_heads"": 32, ""seq_len_q"": 97, ""seq_len_kv"": 512, ""d_k"": 128, ""sink_size"": 128, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1], [-1, 1]]",float16 B1-Sq97-Skv512 reference-aligned coverage; sink_size=128
FlashAttentionSink,17,"[[4, 16, 200, 128], [4, 16, 1024, 128], [4, 16, 1024, 128], [4, 16, 128, 128], [4, 16, 128, 128]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""batch_size"": 4, ""n_heads"": 16, ""seq_len_q"": 200, ""seq_len_kv"": 1024, ""d_k"": 128, ""sink_size"": 128, ""dtype"": ""bfloat16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1], [-1, 1]]",bfloat16 B4-Sq200-Skv1024 reference-aligned coverage; sink_size=128
FlashAttentionSink,18,"[[1, 8, 1, 512], [1, 8, 64, 512], [1, 8, 64, 512], [1, 8, 128, 512], [1, 8, 128, 512]]","[""float16"", ""float16"", ""float16"", ""float16"", ""float16""]","{""batch_size"": 1, ""n_heads"": 8, ""seq_len_q"": 1, ""seq_len_kv"": 64, ""d_k"": 512, ""sink_size"": 128, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1], [-1, 1]]",float16 B1-Sq1-Skv64 reference-aligned coverage; sink_size=128
FlashAttentionSink,19,"[[2, 16, 1, 512], [2, 16, 256, 512], [2, 16, 256, 512], [2, 16, 128, 512], [2, 16, 128, 512]]","[""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16"", ""bfloat16""]","{""batch_size"": 2, ""n_heads"": 16, ""seq_len_q"": 1, ""seq_len_kv"": 256, ""d_k"": 512, ""sink_size"": 128, ""dtype"": ""bfloat16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1], [-1, 1]]",bfloat16 B2-Sq1-Skv256 reference-aligned coverage; sink_size=128
FlashAttentionSink,20,"[[1, 4, 1, 128], [1, 4, 128, 128], [1, 4, 128, 128], [1, 4, 16, 128], [1, 4, 16, 128]]","[""float16"", ""float16"", ""float16"", ""float16"", ""float16""]","{""batch_size"": 1, ""n_heads"": 4, ""seq_len_q"": 1, ""seq_len_kv"": 128, ""d_k"": 128, ""sink_size"": 16, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1], [-1, 1]]",float16 B1-Sq1-Skv128 reference-aligned coverage; sink_size=16
