operator,case_id,input_shape,dtype,attrs,value_range,note
QuantMatmul,11,"[[1024, 2048], [2048, 2048], [2048]]","[""int8"", ""int8"", ""bfloat16""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""bfloat16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",bf16-scale-bf16-out | baseline_kernels: QuantBatchMatmulV3×1
QuantMatmul,12,"[[1024, 4096], [4096, 4096], [4096]]","[""int8"", ""int8"", ""float32""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""float16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",fp32-scale-fp16 | baseline_kernels: QuantBatchMatmulV3×1
QuantMatmul,13,"[[8, 128, 2048], [8, 2048, 4096], [4096]]","[""int8"", ""int8"", ""float32""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""float16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",3D-batched-B=8-per-channel-fp16 | baseline_kernels: QuantBatchMatmulV3×1
QuantMatmul,14,"[[1, 4096], [4096, 4096], [1]]","[""int8"", ""int8"", ""float32""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""float16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",decode-M=1-per-tensor-fp16 | baseline_kernels: QuantBatchMatmulV3×1
QuantMatmul,15,"[[1, 7168], [7168, 7168], [1]]","[""int8"", ""int8"", ""float32""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""bfloat16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",decode-M=1-per-tensor-bf16 | baseline_kernels: QuantBatchMatmulV3×1
QuantMatmul,16,"[[512, 513], [513, 1024], [1024]]","[""int8"", ""int8"", ""float32""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""float16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",non-aligned-K=513-fp16 | baseline_kernels: QuantBatchMatmulV3×1
QuantMatmul,17,"[[1024, 4096], [4096, 1025], [1025]]","[""int8"", ""int8"", ""float32""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""bfloat16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",non-aligned-N=1025-bf16 | baseline_kernels: QuantBatchMatmulV3×1
QuantMatmul,18,"[[32, 256], [256, 512], [512]]","[""int8"", ""int8"", ""float32""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""float16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",small-smoke-M=32 | baseline_kernels: QuantBatchMatmulV3×1
QuantMatmul,19,"[[4096, 4096], [4096, 4096], [4096]]","[""int8"", ""int8"", ""float32""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""float16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",big-M=4096-fp16 | baseline_kernels: QuantBatchMatmulV3×1
QuantMatmul,20,"[[4096, 4096], [4096, 4096], [4096]]","[""int8"", ""int8"", ""float32""]","{""offset"": null, ""pertoken_scale"": null, ""bias"": null, ""output_dtype"": ""bfloat16""}","[[-128, 127], [-128, 127], [0.001, 0.01]]",big-M=4096-bf16 | baseline_kernels: QuantBatchMatmulV3×1
