operator,case_id,input_shape,dtype,attrs,value_range,baseline_perf_us,note
GroupedMatmul,11,"[[[256, 64], [512, 64], [1024, 64], [2048, 64]], [[128, 64], [128, 64], [128, 64], [128, 64]]]","[[""float16"", ""float16"", ""float16"", ""float16""], [""float16"", ""float16"", ""float16"", ""float16""]]","{""split_item"": 2, ""transpose_weight"": false}","[[-65504, 65504], [-65504, 65504]]",,float16-多多单-4组-N相等=128-float16边界值
GroupedMatmul,12,"[[[128, 32], [256, 32], [512, 32]], [[32, 64], [32, 128], [32, 256]], [[64], [128], [256]]]","[[""bfloat16"", ""bfloat16"", ""bfloat16""], [""bfloat16"", ""bfloat16"", ""bfloat16""], [""bfloat16"", ""bfloat16"", ""bfloat16""]]","{""split_item"": 0, ""transpose_weight"": true}","[[-88, 88], [-88, 88], [-8, 8]]",,bfloat16-多多多-transpose-3组-不同N值-带bias
GroupedMatmul,13,"[[[1000, 128], [2000, 128]], [[256, 128], [256, 128]]]","[[""float16"", ""float16""], [""float16"", ""float16""]]","{""split_item"": 0, ""transpose_weight"": false}","[[""-inf"", ""inf""], [""-inf"", ""inf""]]",,float16-多多多-2组-inf特殊值
GroupedMatmul,14,"[[[100, 64], [200, 64]], [[64, 128], [64, 128]]]","[[""bfloat16"", ""bfloat16""], [""bfloat16"", ""bfloat16""]]","{""split_item"": 0, ""transpose_weight"": true}","[[""nan"", ""nan""], [""nan"", ""nan""]]",,bfloat16-多多多-transpose-nan特殊值
GroupedMatmul,15,"[[[32, 16], [64, 16]], [[32, 16], [32, 16]], [[32], [32]]]","[[""float16"", ""float16""], [""float16"", ""float16""], [""float16"", ""float16""]]","{""split_item"": 0, ""transpose_weight"": false}","[[0, 0], [0, 0], [0, 0]]",,float16-多多多-带bias-零值
GroupedMatmul,16,"[[[1024, 511], [2048, 1023]], [[1023, 511], [511, 1023]], [[1023], [511]]]","[[""float16"", ""float16""], [""float16"", ""float16""], [""float16"", ""float16""]]","{""split_item"": 0, ""transpose_weight"": false}","[[-0.5, 0.5], [-0.5, 0.5], [-0.05, 0.05]]",,float16-多多多-不同K值-带bias-微小值域
GroupedMatmul,17,"[[[2047, 1023], [4095, 2047]], [[1023, 2047], [2047, 4095]], [[2047], [4095]]]","[[""bfloat16"", ""bfloat16""], [""bfloat16"", ""bfloat16""], [""bfloat16"", ""bfloat16""]]","{""split_item"": 0, ""transpose_weight"": true}","[[-1, 3], [-1, 3], [-0.1, 0.3]]",,bfloat16-多多多-transpose-质数非对齐-非对称
GroupedMatmul,18,"[[[65536, 511], [131072, 1023]], [[1023, 511], [2047, 1023]], [[1023], [2047]]]","[[""float16"", ""float16""], [""float16"", ""float16""], [""float16"", ""float16""]]","{""split_item"": 0, ""transpose_weight"": false}","[[-1000, 1000], [-1000, 1000], [-100, 100]]",,float16-多多多-大矩阵-带bias-大值域
GroupedMatmul,19,"[[[131072, 63], [262144, 127]], [[63, 127], [127, 255]], [[127], [255]]]","[[""bfloat16"", ""bfloat16""], [""bfloat16"", ""bfloat16""], [""bfloat16"", ""bfloat16""]]","{""split_item"": 0, ""transpose_weight"": true}","[[-0.2, 0.2], [-0.2, 0.2], [-0.02, 0.02]]",,"bfloat16-多多多-transpose-大batch-微小值域-weight[k,n]格式"
GroupedMatmul,20,"[[[7001, 127], [14003, 255]], [[255, 127], [511, 255]], [[255], [511]]]","[[""float16"", ""float16""], [""float16"", ""float16""], [""float16"", ""float16""]]","{""split_item"": 0, ""transpose_weight"": false}","[[-3, 6], [-3, 6], [-0.3, 0.6]]",,float16-多多多-质数非对齐-带bias-非对称中值域
