operator,case_id,input_shape,dtype,attrs,value_range,baseline_perf_us,t_hw_us,note
CrossformerAttention,11,"[[4, 32, 49, 64], [4, 32, 49, 64], [4, 32, 49, 64], [32, 49, 49]]","[""float16"", ""float16"", ""float16"", ""float16""]","{""batch_size"": 4, ""num_heads"": 32, ""N"": 49, ""head_dim"": 64, ""has_position_bias"": true, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1]]",,,float16 B4-N49 reference-aligned coverage; has_position_bias=True
CrossformerAttention,12,"[[1, 4, 16, 64], [1, 4, 16, 64], [1, 4, 16, 64], [4, 16, 16]]","[""float16"", ""float16"", ""float16"", ""float16""]","{""batch_size"": 1, ""num_heads"": 4, ""N"": 16, ""head_dim"": 64, ""has_position_bias"": true, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1]]",,,float16 B1-N16 reference-aligned coverage; has_position_bias=True
CrossformerAttention,13,"[[1, 4, 16, 64], [1, 4, 16, 64], [1, 4, 16, 64], null]","[""float16"", ""float16"", ""float16"", null]","{""batch_size"": 1, ""num_heads"": 4, ""N"": 16, ""head_dim"": 64, ""has_position_bias"": false, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], null]",,,float16 B1-N16 reference-aligned coverage; has_position_bias=False
CrossformerAttention,14,"[[1, 4, 49, 64], [1, 4, 49, 64], [1, 4, 49, 64], [4, 49, 49]]","[""float16"", ""float16"", ""float16"", ""float16""]","{""batch_size"": 1, ""num_heads"": 4, ""N"": 49, ""head_dim"": 64, ""has_position_bias"": true, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1]]",,,float16 B1-N49 reference-aligned coverage; has_position_bias=True
CrossformerAttention,15,"[[1, 4, 49, 64], [1, 4, 49, 64], [1, 4, 49, 64], null]","[""float16"", ""float16"", ""float16"", null]","{""batch_size"": 1, ""num_heads"": 4, ""N"": 49, ""head_dim"": 64, ""has_position_bias"": false, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], null]",,,float16 B1-N49 reference-aligned coverage; has_position_bias=False
CrossformerAttention,16,"[[1, 4, 64, 64], [1, 4, 64, 64], [1, 4, 64, 64], [4, 64, 64]]","[""float16"", ""float16"", ""float16"", ""float16""]","{""batch_size"": 1, ""num_heads"": 4, ""N"": 64, ""head_dim"": 64, ""has_position_bias"": true, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1]]",,,float16 B1-N64 reference-aligned coverage; has_position_bias=True
CrossformerAttention,17,"[[1, 4, 64, 64], [1, 4, 64, 64], [1, 4, 64, 64], null]","[""float16"", ""float16"", ""float16"", null]","{""batch_size"": 1, ""num_heads"": 4, ""N"": 64, ""head_dim"": 64, ""has_position_bias"": false, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], null]",,,float16 B1-N64 reference-aligned coverage; has_position_bias=False
CrossformerAttention,18,"[[1, 4, 100, 64], [1, 4, 100, 64], [1, 4, 100, 64], [4, 100, 100]]","[""float16"", ""float16"", ""float16"", ""float16""]","{""batch_size"": 1, ""num_heads"": 4, ""N"": 100, ""head_dim"": 64, ""has_position_bias"": true, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], [-1, 1]]",,,float16 B1-N100 reference-aligned coverage; has_position_bias=True
CrossformerAttention,19,"[[1, 4, 100, 64], [1, 4, 100, 64], [1, 4, 100, 64], null]","[""float16"", ""float16"", ""float16"", null]","{""batch_size"": 1, ""num_heads"": 4, ""N"": 100, ""head_dim"": 64, ""has_position_bias"": false, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], null]",,,float16 B1-N100 reference-aligned coverage; has_position_bias=False
CrossformerAttention,20,"[[1, 8, 16, 64], [1, 8, 16, 64], [1, 8, 16, 64], null]","[""float16"", ""float16"", ""float16"", null]","{""batch_size"": 1, ""num_heads"": 8, ""N"": 16, ""head_dim"": 64, ""has_position_bias"": false, ""dtype"": ""float16""}","[[-1, 1], [-1, 1], [-1, 1], null]",,,float16 B1-N16 reference-aligned coverage; has_position_bias=False
