operator,case_id,input_shape,dtype,attrs,value_range,baseline_perf_us,note
Conv3DBackpropFilter,11,"[[2, 33, 17, 33, 33], [2, 33, 17, 33, 33]]","['float16', 'float16']","{'strides': [1, 1, 1], 'pads': [1, 1, 1, 1, 1, 1], 'dilations': [1, 1, 1]}","[[-65504, 65504], [-65504, 65504]]",None,float16-1M-非对齐-float16边界值
Conv3DBackpropFilter,12,"[[3, 7, 13, 13, 13], [3, 7, 13, 13, 13]]","['float32', 'float32']","{'strides': [1, 1, 1], 'pads': [1, 1, 1, 1, 1, 1], 'dilations': [1, 1, 1]}","[[-88, 88], [-88, 88]]",None,float32-100K-质数非对齐-float32边界值
Conv3DBackpropFilter,13,"[[2, 31, 15, 31, 31], [2, 31, 15, 31, 31]]","['float32', 'float32']","{'strides': [1, 1, 1], 'pads': [1, 1, 1, 1, 1, 1], 'dilations': [1, 1, 1]}","[['-inf', 'inf'], ['-inf', 'inf']]",None,float32-3M-非对齐-inf特殊值
Conv3DBackpropFilter,14,"[[2, 11, 3, 13, 17], [2, 11, 3, 13, 17]]","['float16', 'float16']","{'strides': [1, 1, 1], 'pads': [1, 1, 1, 1, 1, 1], 'dilations': [1, 1, 1]}","[['nan', 'nan'], ['nan', 'nan']]",None,float16-20K-质数非对齐-nan特殊值
Conv3DBackpropFilter,15,"[[4, 63, 7, 31, 31], [4, 63, 7, 31, 31]]","['bfloat16', 'bfloat16']","{'strides': [1, 1, 1], 'pads': [1, 1, 1, 1, 1, 1], 'dilations': [1, 1, 1]}","[[0, 0], [0, 0]]",None,bfloat16-2M-非对齐-零值
Conv3DBackpropFilter,16,"[[2, 32, 15, 31, 31], [2, 32, 15, 31, 31]]","['float16', 'float16']","{'strides': [1, 1, 1], 'pads': [1, 1, 1, 1, 1, 1], 'dilations': [1, 1, 1]}","[[-0.5, 0.5], [-0.5, 0.5]]",None,float16-1M-混合非对齐-微小值域
Conv3DBackpropFilter,17,"[[3, 127, 7, 63, 63], [3, 127, 7, 63, 63]]","['float32', 'float32']","{'strides': [1, 2, 2], 'pads': [1, 1, 1, 1, 1, 1], 'dilations': [1, 1, 1]}","[[-1, 3], [-1, 3]]",None,"float32-20M-非对齐-stride=1,2,2"
Conv3DBackpropFilter,18,"[[2, 255, 3, 127, 127], [2, 255, 3, 127, 127]]","['bfloat16', 'bfloat16']","{'strides': [1, 1, 1], 'pads': [1, 1, 1, 1, 1, 1], 'dilations': [3, 3, 3]}","[[-1000, 1000], [-1000, 1000]]",None,bfloat16-120M-非对齐-dilation=3-大值域
Conv3DBackpropFilter,19,"[[4, 31, 7, 31, 31], [4, 31, 7, 31, 31]]","['float16', 'float16']","{'strides': [1, 1, 1], 'pads': [1, 1, 1, 1, 1, 1], 'dilations': [1, 1, 1]}","[[-0.2, 0.2], [-0.2, 0.2]]",None,float16-400K-质数非对齐-微小值域
Conv3DBackpropFilter,20,"[[2, 127, 3, 127, 127], [2, 127, 3, 127, 127]]","['float32', 'float32']","{'strides': [1, 1, 1], 'pads': [1, 1, 1, 1, 1, 1], 'dilations': [2, 2, 2]}","[[-3, 6], [-3, 6]]",None,float32-4M-质数非对齐-dilation=2-非对称中值域
